movie_id,title,year,genres,overview,source,status
3029,Nighthawks (1981),1981,Action|Drama,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3030,Yojimbo (1961),1961,Comedy|Drama|Western,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3031,Repossessed (1990),1990,Comedy,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3032,"Omega Man, The (1971)",1971,Sci-Fi,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3033,Spaceballs (1987),1987,Comedy|Sci-Fi,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3034,Robin Hood (1973),1973,Animation|Children's,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3035,Mister Roberts (1955),1955,Comedy|Drama|War,"A hilarious and heartfelt military comedy-drama co-directed by John Ford and Mervyn LeRoy, Mister Roberts stars Henry Fonda as an officer who's yearning for battle but is stuck in the backwaters of World War II on a noncommissioned Navy ship run by the bullying Capt. Morton (James Cagney). Jack Lemmon enjoys a star-making turn as the freewheeling Ensign Pulver, and William Powell stars as the ship's doctor in his last screen role. Based on the 1946 novel with the same name, by Thomas Heggen, and the 1948 Broadway play, written by Thomas Heggen and Joshua Logan. Henry Fonda also starred in the original Broadway production. Warner Bros. didn't want Fonda to star in the film, as they thought he was too old, and had been a stage player for so long (8 years), that he no longer was box office material. However, John Ford insisted on Fonda and the company eventually agreed.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3036,Quest for Fire (1981),1981,Adventure,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3037,Little Big Man (1970),1970,Comedy|Drama|Western,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3038,"Face in the Crowd, A (1957)",1957,Drama,"""A Face in the Crowd"" charts the rise of a raucous hayseed named Lonesome Rhodes from itinerant Ozark guitar picker to local media rabble-rouser to TV superstar and political king-maker. Marcia Jeffries is the innocent Sarah Lawrence girl who discovers the great man in a back-country jail and is the first to fall under his spell",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3039,Trading Places (1983),1983,Comedy,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3040,Meatballs (1979),1979,Comedy,"Tripper is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy, a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne, a female counselor at Northstar.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3041,Meatballs Part II (1984),1984,Comedy,"The second in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake area to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3042,Meatballs III (1987),1987,Comedy,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,https://www.themoviedb.org/movie/40772,found
3043,Meatballs 4 (1992),1992,Comedy,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3044,Dead Again (1991),1991,Mystery|Romance|Thriller,In 1949 composer Roman Strauss is executed for the vicious murder of his wife Margaret with a pair of scissors. In 1990s Los Angeles a mute amnesiac woman shows up at an orphanage and private eye Mike Church is called in to investigate. Under hypnosis both the woman and Church seem to have a strange link back to the Strauss murder.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3045,Peter's Friends (1992),1992,Comedy|Drama,"It is New Year's weekend and the friends of Peter (Fry) gather at his newly inherited country house. Ten years ago, they all acted together in a Cambridge University student comedy troupe, but it's less clear how much they have in common now.Peter's friends are Andrew (Branagh), now a writer in Hollywood; married jingle writers Roger (Laurie) and Mary (Staunton); glamorous costume designer Sarah (Emmanuel); and eccentric Maggie (Thompson), who works in publishing. Cast in sharp relief to the university chums are Carol (Rudner), the American TV star wife of Andrew; and loutish Brian (Slattery), Sarah's very recently acquired lover. Law plays Peter's disapproving housekeeper, Vera; and Lowe, her son Paul. Briers appears in a cameo role as Peter's father.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",1995,Comedy|Romance,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3047,Experience Preferred... But Not Essential (1982),1982,Drama,"A shy, introverted young girl takes a summer job at a seaside resort in Wales, where she finds the staff, the owners and patrons unlike anyone she has ever met before.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3048,Under the Rainbow (1981),1981,Comedy,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3049,How I Won the War (1967),1967,Comedy|War,An inept British WWII commander leads his troops to a series of misadventures in North Africa and Europe.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3050,Light It Up (1999),1999,Drama,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3051,Anywhere But Here (1999),1999,Drama,"In this adaptation of the Mona Simpson novel, single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3052,Dogma (1999),1999,Comedy,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3053,"Messenger: The Story of Joan of Arc, The (1999)",1999,Drama|War,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3054,Pokémon: The First Movie (1998),1998,Animation|Children's,"Ash Ketchum must put his skill to the test when he attempts to save the world from destruction. The Greedy Pokemon collector Lawrence III throws the universe into chaos after disrupting the balance of nature by capturing one of the Pokemon birds that rule the elements of fire, lightning and ice. Will Ash have what it takes to save the world?",https://www.themoviedb.org/movie/12599,found
3055,Felicia's Journey (1999),1999,Thriller,"A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3056,Oxygen (1999),1999,Thriller,"A masochistic cop, who hides her predilection from her cop husband, gets involved in pursuing a kidnapper nicknamed Harry for Harry Houdini",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3057,Where's Marlowe? (1999),1999,Comedy,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"". Cheating husbands and missing dogs fail to bring in the big bucks however, and after sleeping with the wife of one of their clients Murphy leaves. To stop Boone from having to close down the business the two film-makers must resort to a hands-on approach in the investigations to ensure the completion of their movie.",https://www.themoviedb.org/movie/144953,found
3058,"Ape, The (1940)",1940,Horror|Sci-Fi,"A mad scientist searching for a cure for polio. Dr. Bernard Adrian is a kindly mad scientist who seeks to cure a young woman's polio. He needs spinal fluid from a human to complete the formula for his experimental serum. Meanwhile, a vicious circus ape has broken out of its cage, and is terrorizing towns people.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3059,British Intelligence (1940),1940,Drama,"During WWI pretty German master spy Helene von Lorbeer is sent undercover to London to live with the family of a high-placed British official where she is to rendezvous with the butler Valdar, also a spy, and help him transmit secret war plans back to Germany.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3060,"Commitments, The (1991)",1991,Comedy|Drama,"Jimmy Rabbitte, just a tick out of school, gets a brilliant idea: to put a soul band together in Barrytown, his slum home in north Dublin. First he needs musicians and singers: things slowly start to click when he finds three fine-voiced females virtually in his back yard, a lead singer (Deco) at a wedding, and, responding to his ad, an aging trumpet player, Joey ""The Lips"" Fagan.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3061,Holiday Inn (1942),1942,Comedy|Musical,"Lovely Linda Mason has crooner Jim Hardy head over heels, but suave stepper Ted Hanover wants her for his new dance partner after femme fatale Lila Dixon gives him the brush. Jim's supper club, Holiday Inn, is the setting for the chase by Hanover and manager Danny Reed. The music's the thing.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3062,"Longest Day, The (1962)",1962,Action|Drama|War,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3063,Poison Ivy (1992),1992,Thriller,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3064,Poison Ivy: New Seduction (1997),1997,Thriller,A sinister seductress vows to destroy a suburban family.,https://www.themoviedb.org/movie/18222,found
3065,Ten Benny (1997),1997,Drama,"The story of a young shoe salesman whose overestimation of his own sharpness leads to gambling debts, pissed-off loan sharks, and overall misery.",https://www.themoviedb.org/movie/124853,found
3066,Tora! Tora! Tora! (1970),1970,War,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3067,Women on the Verge of a Nervous Breakdown (1988),1988,Comedy|Drama,"Pepa resolves to kill herself with a batch of sleeping-pill-laced gazpacho after her lover leaves her. Fortunately, she is interrupted by a deliciously chaotic series of events.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3068,"Verdict, The (1982)",1982,Drama,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",1972,Drama,"Middle-aged widow Beatrice Hunsdorfer (Joanne Woodward) and her daughters Ruth (Roberta Wallach) and Matilda (Nell Potts) are struggling to survive in a society they barely understand. Beatrice dreams of opening an elegant tea room but does not have the wherewithal to achieve her lofty goal. Epileptic Ruth is a rebellious adolescent, while shy but highly intelligent and idealistic Matilda seeks solace in her pets and school projects, including one designed to show how small amounts of radium affect marigolds.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",1984,Adventure|Comedy|Sci-Fi,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3071,Stand and Deliver (1987),1987,Drama,"Jaime Escalante is a mathematics teacher in a school in a hispanic neighbourhood. Convinced that his students have potential, he adopts unconventional teaching methods to try and turn gang members and no-hopers into some of the country's top algebra and calculus students.",https://www.themoviedb.org/movie/29154,found
3072,Moonstruck (1987),1987,Comedy,"Cher is devastatingly funny, sinuous and beautiful as Loretta, an unlucky-in-love Italian widow who finds romance through the intervention of the Manhattan moon. With her wedding to a close friend just weeks away, she meets - and falls hopelessly in love with - his younger brother (Cage)!",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3073,"Sandpiper, The (1965)",1965,Drama|Romance,"A free-spirited artist (Elizabeth Taylor), who lives near California's Big Sur, meets the administrator (Richard Burton) of the parochial school that her young son attends and lures the cleric away from his wife (Eva Marie Saint).",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3074,Jeremiah Johnson (1972),1972,Western,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3075,Repulsion (1965),1965,Thriller,"In Roman Polanski's first English-language film, beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3076,Irma la Douce (1963),1963,Comedy,"Nester Patou, a naive police officer, is transferred to the red light district in Paris and organizes a raid on a dodgy hotel running as a brothel - inadvertently disrupting the corrupt system of the police and the pimps union, and netting his station superior. Fired from his job, Nester goes to the local bar for a drink and befriends a pretty young lady named Irma la Douce. Upon realizing she is a prostitute, Nester invents a crazy scheme to keep her from seeing other men.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3077,42 Up (1998),1998,Documentary,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3078,Liberty Heights (1999),1999,Drama,"Anti-Semitism, race relations, coming of age, and fathers and sons: in Baltimore from fall, 1954, to fall, 1955.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3079,Mansfield Park (1999),1999,Drama,"This fun and sexy comedy tells a timelessly entertaining story where wealthy, secret passions and mischievous women put love to the test.. When a spirited young woman, Fanny Price, is sent away to live on the great country estate of her rich cousins, she's meant to learn the ways of proper society. But while Fanny learns ""their"" ways, she also enlightens them with a wit and sparkle all her own!",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3080,"Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998)",1998,Drama|Sci-Fi,"In the year 2019, after global destruction and descent into savagery, the immortal Kuzman tried to discover his destiny in order to learn how to die. As he enters the whirling circles of time, we discover the blasphemy of our century, and how it is to close its circle",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3081,Sleepy Hollow (1999),1999,Horror|Romance,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3082,"World Is Not Enough, The (1999)",1999,Action|Thriller,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3083,All About My Mother (Todo Sobre Mi Madre) (1999),1999,Comedy|Drama,"A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3084,Home Page (1999),1999,Documentary,"A look at the early days of online culture as personified by college student Justin Hall, now acknowleged as the web’s first blogger.  Called “Groundbreaking” by Roger Ebert, the film screened at the Sundance, Rotterdam, SXSW, Thessaloniki and Full Frame festivals, among others, and was broadcast on HBO, IFC and throughout Europe after a limited theatrical release.",https://www.themoviedb.org/movie/159569,found
3085,"Living Dead Girl, The (La Morte Vivante) (1982)",1982,Horror,"A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),1934,Comedy,"A group of confectionery soldiers go to war against a neighboring cookie castle. As the army parade through the city streets, Chocolate Ladies and Soldiers' wives blow kisses to bid them goodbye. After multiple thwarted attempts to enter, the soldiers successfully conquer the fort defended by a troop of Gingerbread Soldiers by using a cunning Trojan Horse shaped like a large, candy-colored pigeon.",https://www.imdb.com/title/tt1346280/,found
3087,Scrooged (1988),1988,Comedy,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3088,Harvey (1950),1950,Comedy,"The classic stage hit gets the Hollywood treatment in the story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",1948,Drama,"Antonio, an unemployed man in the depressed post-WWII economy of Italy, at last finds a good job hanging up posters, the only requirement for which is that he must have his own bicycle. When Antonio's bicycle is stolen, he and his son are forced to walk the streets of Rome in search of it, or else face ruin.",https://www.themoviedb.org/movie/5156,found
3090,Matewan (1987),1987,Drama,"Filmed in the coal country of West Virginia, ""Matewan"" celebrates labor organizing in the context of a 1920s work stoppage. Union organizer, Joe Kenehan, a scab named ""Few Clothes"" Johnson and a sympathetic mayor and police chief heroically fight the power represented by a coal company and Matewan's vested interests so that justice and workers' rights need not take a back seat to squalid working conditions, exploitation and the bottom line.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3091,Kagemusha (1980),1980,Drama|War,"When a warlord dies, a peasant thief is called upon to impersonate him, in order to protect his clan from appearing weak and vulnerable. But he finds himself haunted by the warlord’s spirit as well as his own ambitions.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3092,Chushingura (1962),1962,Drama,"After her husband Scott, the town marshal of Oracle, Texas, is killed by two assailants, Rose Hood shoots one of men and is named temporary marshal until the renowned Sam Bass arrives to take the job. At the funeral, she spots and shoots the second killer. That night, Rose asks Erica Page to close her saloon at 3 a.m. in accordance with town regulations, but Erica insists that her saloon is open 24 hours.",https://www.imdb.com/title/tt0049287/,found
3093,McCabe & Mrs. Miller (1971),1971,Drama|Western,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3094,Maurice (1987),1987,Drama|Romance,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3095,"Grapes of Wrath, The (1940)",1940,Drama,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncles farm, and joins them the next day as they head for California and a new life... Hopefully.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3096,My Man Godfrey (1957),1957,Comedy,"The eccentric Bullock household again need a new butler. Daughter Irene encounters bedraggled Godfrey Godfrey at the docks and, fancying him and noticing his obviously good manners, gets him the job. He proves a great success, but keeps his past to himself. When an old flame turns up Irene's sister Cordelia starts making waves.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3097,"Shop Around the Corner, The (1940)",1940,Comedy|Romance,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3098,"Natural, The (1984)",1984,Drama,"An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league in this magical sports fantasy. With the aid of a bat cut from a lightning struck tree, Hobbs lives the fame he should have had earlier when, as a rising pitcher, he is inexplicably shot by a young woman.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3099,Shampoo (1975),1975,Comedy|Romance,"George Roundy is a Beverly Hills hairstylist whose uncontrolled libido stands between him and his ambitions. He wants the security of a relationship. He wants to be a hairdressing ""star"" and open his own salon. But the fact that he beds down with the wife, daughter and mistress of a potential backer doesn't help. It also does little for his relationship with his current girlfriend.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3100,"River Runs Through It, A (1992)",1992,Drama,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3101,Fatal Attraction (1987),1987,Thriller,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3102,Jagged Edge (1985),1985,Thriller,"San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires lawyer Teddy Barnes to defend him, despite the fact she hasn't handled a criminal case for many years. There's a certain chemistry between them and Teddy soon finds herself defending the man she loves.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3103,Stanley & Iris (1990),1990,Drama|Romance,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3104,Midnight Run (1988),1988,Action|Adventure|Comedy|Crime,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3105,Awakenings (1990),1990,Drama,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3106,Come See the Paradise (1990),1990,Drama|Romance,"Come See The Paradise is a deeply touching love story set against the backdrop of a dramatic and controversial period in American history, It follows the romance and eventual marriage of Jack McGurn (Dennis Quad), a hot blooded Irish American, and a beautiful Japanese American Lily Dawanura (Tamlyn Tomita), at the outset of World War II. The clash of cultures, at once painful for the two lovers, becomes insurmountable after the Japanese bomb Pearl Harbor. Lily and the Kawamuras are relocated To a bleak, outdoor internment camp in California, Jack is drafted into the Army, powerless to help the woman he loves abandoning all hope of ever winning her family's approval.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3107,Backdraft (1991),1991,Action|Drama,They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3108,"Fisher King, The (1991)",1991,Comedy|Drama|Romance,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3109,"River, The (1984)",1984,Drama,"Farming family battles severe storms, a bank threatening to reposses their farm, and other hard times in a battle to save and hold on to their farm.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3110,Country (1984),1984,Drama,"Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife decides to fight for her family.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3111,Places in the Heart (1984),1984,Drama,"In 1930s Southern US, a widow and her family try to run their cotton farm with the help of a disparate group of friends.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3112,'Night Mother (1986),1986,Drama,"It happened in 1983. It was a rare and remarkable theatrical experience. Controversial. Provocative. And shocking. Now, two Academy Award-winning actresses make the Pulitzer Prize-winning play the motion picture event of the year. What would you do if someone you loved sat down with you one night and calmly told you that they were going to end their life before morning?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
3113,End of Days (1999),1999,Action|Thriller,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
